U1|2024/3/14|2024|1|U1751|4.44|4.87|14.21|17.25|1.37|3.29|1.08|3.78|2.0|0|0|56|05|1|109|4|0|华为|6045.39|48242.0|48406.73|79971.84|15594.22|27583.89|29264.48|49846.66|71817.46|18298.89|11563.74|6596.46|18871.37|20624.5|1147.54|3307.87|4553.88|0.62|0.34|0.47|0.97|0.41|0.21|0.92|12141.95|599.29|0.58|779.29|1940.4|1996.08|13156.33|31201.54|73485.75|30272.81|289352.55|324875.83|17849.79|56920.23|93151.58|1.73|1.65|0.1
U2|2024/3/15|2024|1|U502|9.01|0.33|2.0|15.55|3.52|24.78|17.14|1.6|3.7|3|1|39|02|1|21|1|1|华为|11878.44|31529.76|98693.46|148316.03|16380.3|10946.61|20816.67|22990.34|35147.76|16445.96|17462.03|3311.8|13731.77|29204.38|1368.48|3790.71|2995.88|0.15|0.89|0.37|0.07|0.28|0.46|0.08|14472.61|554.86|0.04|543.3|1686.97|1545.99|15572.87|43967.38|85444.76|58129.3|218707.61|448382.47|18933.77|50853.6|77843.27|0.14|0.59|0.9
U3|2024/3/19|2024|1|U762|5.45|0.85|8.57|7.87|0.68|12.21|18.59|2.75|1.41|2|1|60|04|0|108|3|1|苹果|16093.24|16118.14|90921.97|108388.25|17077.97|23285.29|12171.73|49665.28|34301.97|17210.98|14074.45|4434.14|24418.29|23116.41|554.71|1380.08|3837.44|0.86|0.94|0.91|0.06|0.52|0.16|0.19|23130.93|414.05|0.29|202.34|918.52|3148.05|16610.46|54762.82|96613.51|36474.0|281553.34|414507.61|18035.64|52002.0|89398.8|1.57|1.37|0.1
U4|2024/3/5|2024|1|U3202|8.18|4.61|1.0|2.93|1.74|7.02|6.92|2.21|4.94|2|1|26|02|0|26|5|0|小米|10574.78|43451.5|83550.13|132420.27|23688.19|11660.42|29836.98|26962.17|69347.42|18491.01|10838.38|6063.25|15319.69|21387.13|1389.95|2993.9|4663.1|0.33|0.28|0.15|0.1|0.15|0.03|0.96|13614.8|247.79|0.45|63.02|848.95|516.44|19737.58|47705.76|61033.37|56809.8|190108.28|474147.7|21139.82|59636.95|91119.51|0.78|1.87|0.78
U5|2024/3/26|2024|1|U602|1.04|2.73|4.41|17.37|2.43|15.56|12.03|6.42|0.15|2|0|41|03|1|30|2|1|vivo|8608.25|47314.3|51502.0|85872.24|23808.65|22559.43|22339.13|34587.4|41387.67|15351.91|15215.84|4785.49|25934.67|23017.02|721.94|2616.0|4210.64|0.81|0.8|0.09|0.22|0.31|0.64|0.21|8704.94|584.13|0.47|718.63|1999.86|633.15|15811.52|52376.05|60047.58|58758.05|230695.31|505770.68|19716.47|55890.19|78852.22|1.43|1.83|1.34
U6|2024/3/28|2024|1|U581|5.78|2.34|10.47|14.16|8.42|29.99|15.0|9.46|2.38|3|1|45|01|1|59|4|1|小米|17882.46|12486.96|33467.58|51461.53|16444.84|16464.68|17975.81|43745.37|74955.91|14434.58|16957.71|4936.97|12874.77|30456.59|1499.9|3493.99|3662.55|0.13|0.95|0.29|0.91|0.55|0.95|0.58|16074.55|299.96|0.3|831.0|302.96|2338.86|12552.97|52901.29|85251.47|53464.79|298921.06|306016.6|19490.92|49419.85|78153.35|1.53|1.95|0.68
U7|2024/3/21|2024|1|U3260|2.56|4.69|13.83|9.47|8.68|18.63|8.76|2.7|4.91|0|1|25|01|0|100|1|1|苹果|11438.78|11374.19|63547.02|59199.13|15349.49|14064.59|19339.41|49090.62|78901.87|18377.29|9963.02|6371.74|27868.61|34972.17|1402.47|3077.99|3776.17|0.85|0.65|0.65|0.73|0.8|0.67|0.19|12460.54|306.29|0.48|124.76|654.67|2868.13|14039.16|30887.2|84977.89|35860.22|253278.17|474952.79|20907.78|50865.67|94570.04|0.04|0.77|1.35
U8|2024/3/11|2024|1|U1710|3.46|2.56|1.33|1.61|7.49|23.91|6.24|5.02|0.84|1|0|28|03|1|66|3|1|苹果|5691.69|47647.99|98576.23|51758.13|16281.74|24020.96|10390.38|35259.01|65320.08|11524.92|18196.62|5746.87|11888.77|31570.42|833.81|3257.45|3821.61|0.9|0.59|0.87|0.7|0.68|0.62|0.59|19462.6|241.0|0.27|612.83|892.87|1426.76|15083.94|50002.07|61175.63|56300.94|242423.27|321102.72|20806.99|54192.3|78080.55|0.32|1.87|0.77
U9|2024/3/7|2024|1|U3493|3.29|1.92|13.14|17.06|4.92|1.88|10.57|7.35|1.53|3|1|31|04|1|80|4|0|vivo|15729.25|47035.75|83231.47|122578.01|18383.44|18356.49|28150.41|24920.95|30680.87|17602.78|15880.66|3813.56|16096.05|23266.12|675.43|2868.88|4670.17|0.8|0.78|0.81|0.37|0.79|0.13|0.7|16428.74|334.11|0.57|124.16|1814.64|519.94|14397.6|34924.27|93316.65|40821.4|235965.97|539310.28|20728.0|42933.08|78433.83|1.51|0.24|0.26
U10|2024/3/19|2024|1|U628|9.54|1.41|14.23|5.07|6.19|15.87|10.31|3.68|1.87|0|1|42|04|1|46|5|1|小米|11326.17|10265.53|35528.22|66396.73|15104.27|24807.76|14815.95|26839.79|47765.18|18840.03|8972.48|3805.72|11029.59|38049.39|598.61|2617.96|3328.38|0.41|0.56|0.61|0.73|0.13|0.27|0.13|11099.4|500.99|0.3|657.15|1278.02|1159.75|11247.91|47165.0|90261.92|53015.31|240342.86|333928.77|17326.18|44376.85|74585.82|1.15|1.12|0.35
U11|2024/3/2|2024|1|U3817|6.45|1.57|12.06|1.31|7.19|20.74|1.76|6.05|4.01|3|0|39|02|1|50|2|0|OPPO|15755.53|20808.8|89739.61|111899.7|21672.5|25100.48|18711.22|29378.1|46784.12|13946.29|18280.91|6841.54|16612.08|31704.98|720.71|3826.79|2927.58|0.67|0.03|0.91|0.27|0.78|0.05|0.67|12045.77|380.61|0.24|674.67|875.87|2680.15|17060.2|51164.26|91557.88|37251.01|228721.51|358667.31|24921.67|56430.08|79168.67|1.78|0.79|1.33
U12|2024/3/12|2024|1|U805|1.11|0.93|5.08|10.3|8.79|11.08|18.71|8.11|2.35|3|1|58|05|0|84|5|1|vivo|10269.6|49643.04|36926.83|91697.3|10143.89|20113.1|24753.44|38614.81|79919.67|17973.53|19610.6|5739.29|16615.26|24187.04|973.5|2427.72|3546.74|0.64|0.58|0.71|0.08|0.37|0.17|0.62|9679.8|288.89|0.17|544.08|142.02|3498.34|16648.99|30188.62|88783.96|31919.22|170933.58|495182.09|23658.0|40009.25|97748.78|0.45|1.73|0.95
U13|2024/3/17|2024|1|U817|4.61|3.87|3.21|18.45|4.83|25.83|18.95|3.73|3.33|0|0|24|05|1|40|3|1|OPPO|11977.53|27343.78|73394.99|74564.93|14111.53|17987.63|21078.39|30131.16|72355.24|19262.16|9047.81|5962.72|28770.4|21281.14|1456.0|2769.34|2410.09|0.63|0.44|0.37|0.51|0.9|0.39|0.71|19470.27|344.45|0.33|827.73|226.73|1123.4|14212.6|44834.85|90293.68|44316.26|189092.45|387597.98|20234.17|46831.57|71337.24|0.83|0.16|1.92
U14|2024/3/1|2024|1|U3748|9.41|4.65|11.27|13.95|2.13|17.95|8.64|2.82|4.98|3|1|21|01|1|75|3|1|vivo|10433.05|36446.22|42048.82|60741.38|20904.09|29610.05|24560.79|38593.2|53755.37|16057.16|19182.34|5728.71|16120.48|29899.34|871.66|2808.02|3812.46|0.65|0.16|0.59|0.22|0.18|0.28|0.18|12506.27|394.91|0.32|230.14|1778.2|1330.99|12017.73|56737.09|67473.34|55243.16|245464.44|409823.33|22191.67|49168.45|84467.75|1.21|1.85|1.55
U15|2024/3/27|2024|1|U1260|2.22|2.93|6.54|14.57|2.85|14.18|5.83|8.49|2.43|0|0|44|05|0|113|1|0|vivo|14626.16|11562.64|48538.42|125121.89|21313.23|21954.54|27439.23|47004.17|46287.7|18159.86|12632.38|4585.49|12610.08|27593.64|985.72|3959.09|2448.49|0.42|0.33|0.77|0.89|0.34|0.2|0.93|6177.17|307.93|0.61|231.26|891.58|1766.79|19994.55|51104.96|63088.91|52148.92|153702.98|458815.15|21592.85|40654.6|73176.84|1.05|0.79|0.83
U16|2024/3/14|2024|1|U3339|6.32|1.28|13.11|11.83|6.81|24.55|15.55|9.05|2.46|0|1|58|01|1|45|3|1|小米|18423.54|11253.92|80035.54|107288.6|22051.35|21736.36|11032.1|26879.02|64490.27|13670.32|13011.93|6402.24|26397.23|33882.98|1239.14|3317.72|3877.71|0.12|0.36|0.82|0.38|0.83|0.59|0.73|17826.78|303.92|0.04|465.5|1782.79|1281.63|18167.77|51586.92|93854.67|35200.43|259380.61|488294.26|18435.48|49395.25|98673.88|1.91|1.6|1.59
U17|2024/3/5|2024|1|U1484|2.54|2.42|11.5|11.29|0.04|10.55|0.79|5.75|0.65|1|1|20|01|0|81|1|1|华为|8748.32|43368.89|30972.41|77346.58|24247.89|13526.5|12674.62|31422.55|42792.94|17026.66|8441.57|6306.93|20952.93|38469.41|787.2|1288.59|4844.78|0.46|0.31|0.13|0.27|0.06|0.84|0.16|20224.6|354.37|0.22|273.79|934.16|1825.0|15656.97|42206.16|68941.0|35645.94|163497.67|440158.48|22886.1|59578.43|87543.26|1.64|0.91|0.96
U18|2024/3/4|2024|1|U1200|6.54|3.3|4.13|17.1|7.8|8.56|5.75|4.44|1.18|2|0|39|03|0|79|4|1|华为|14431.1|23921.41|89054.3|57437.61|10409.89|14480.9|27388.6|32310.47|69159.0|18690.46|10155.8|4257.36|18790.05|26083.66|1471.15|3521.03|1183.07|0.03|0.27|0.88|0.93|0.69|0.65|0.83|18364.39|265.56|0.49|144.01|634.12|1150.06|10053.77|41569.66|99479.34|39171.24|221060.1|534449.55|16187.7|47474.26|76911.97|0.36|0.34|0.56
U19|2024/3/16|2024|1|U2501|3.54|4.44|7.74|8.99|0.59|13.53|18.82|9.58|3.49|0|1|53|05|1|58|1|1|vivo|7081.59|47974.47|39820.78|133842.78|29476.78|26769.3|27196.8|23757.32|68091.8|11980.62|12428.0|6241.35|10901.56|37952.18|551.03|2600.65|3952.38|0.98|0.78|0.15|0.5|0.63|0.88|0.32|16629.47|354.74|0.76|699.16|1013.83|3406.94|12367.68|35202.68|94566.18|47003.77|218420.29|366979.11|17622.96|42879.9|98144.75|0.66|1.92|0.56
U20|2024/3/3|2024|1|U3660|1.82|4.89|10.52|16.39|6.8|5.79|7.26|2.98|3.55|0|0|42|01|1|92|4|1|OPPO|13903.66|33688.42|80955.81|60652.02|27697.02|18245.99|27361.8|24721.69|37641.15|18455.56|8729.34|6927.88|25081.76|35571.05|1255.13|1224.31|4854.79|0.22|0.76|0.09|0.9|0.17|0.86|0.44|5510.32|334.27|0.66|815.49|1754.53|3813.08|14445.05|44434.19|78042.31|39687.53|293381.71|481375.49|21175.25|54490.02|76975.5|1.88|1.74|1.78
U21|2024/3/4|2024|1|U2957|2.91|4.65|13.05|15.71|6.25|3.13|16.76|1.48|1.38|2|0|54|04|0|29|3|0|OPPO|9517.44|39496.16|62136.51|123338.63|25241.48|16187.05|23491.88|44780.94|64332.19|17854.85|8943.84|6314.46|28375.89|37698.27|1348.98|1762.63|2970.42|0.51|0.01|0.28|0.19|0.04|0.2|0.61|6983.04|495.43|0.61|875.85|139.36|3304.51|11292.16|50840.13|80421.82|53336.73|207809.49|420424.84|20712.79|44344.91|75859.58|1.67|1.11|0.05
U22|2024/3/1|2024|1|U3722|7.72|4.23|10.29|10.65|1.07|4.12|12.71|7.64|0.3|2|1|26|03|1|61|3|1|华为|19623.01|15598.08|31365.35|76633.93|22809.74|10632.46|21141.17|35108.3|44028.0|12694.71|14997.88|6959.31|27213.39|36358.09|1425.57|1354.47|4025.83|0.69|0.58|0.29|0.15|0.33|0.44|0.37|18041.56|555.32|0.27|608.6|571.87|136.52|18907.93|40206.76|91981.85|43343.09|171448.07|416722.88|22618.08|53397.8|79020.48|0.14|1.77|0.91
U23|2024/3/21|2024|1|U2002|8.45|0.32|1.99|7.21|7.5|18.58|12.0|1.32|1.12|1|1|54|05|1|86|3|1|vivo|14321.05|30603.56|76140.05|135574.58|17967.72|13897.45|14256.19|38519.54|56502.88|10102.32|11955.82|4664.45|10199.89|37203.51|869.9|1684.46|3860.31|0.52|0.65|0.51|0.81|0.75|0.08|0.6|15678.38|362.76|0.29|670.68|645.04|3094.78|17962.59|55587.37|86244.66|43485.59|169459.03|309219.59|15993.24|58736.63|89090.05|0.6|0.14|0.74
U24|2024/3/12|2024|1|U1172|2.03|0.72|4.81|15.1|6.9|18.83|15.09|7.31|3.52|2|0|24|03|1|108|5|0|小米|14361.88|28892.6|69757.07|144107.24|22341.89|17979.54|26311.07|38895.3|59268.05|18798.37|19376.35|4800.02|29138.71|36832.11|1015.89|2876.41|2881.14|0.22|0.98|0.96|0.81|0.37|0.17|0.53|19208.05|258.63|0.92|777.58|508.8|1871.79|19505.37|33669.89|94589.48|45188.04|168069.35|427105.37|18070.18|47107.59|82442.36|0.64|1.88|0.83
U25|2024/3/10|2024|1|U2526|5.0|3.31|10.45|5.79|5.7|27.88|5.99|7.6|0.63|3|0|26|03|0|36|3|0|vivo|11419.17|11327.05|47165.19|89216.91|20129.44|19916.86|11101.31|42907.59|32966.61|19250.98|8167.03|6542.82|28631.81|25457.63|977.14|3595.56|4898.69|0.2|0.9|0.58|0.16|0.92|0.15|0.5|15711.73|298.43|0.22|223.62|1693.58|504.97|18445.11|36319.83|60741.75|39528.96|214715.67|364408.98|15386.39|51065.07|94083.61|0.2|1.28|1.08
U26|2024/3/26|2024|1|U3651|1.7|3.08|3.12|5.1|4.13|23.71|0.36|8.5|0.7|3|0|25|02|1|89|2|1|苹果|15777.0|15944.65|84163.56|148593.67|15128.22|21257.66|16994.22|20532.15|62998.46|14736.26|18241.65|4670.14|10535.76|37825.26|1019.42|3922.04|4920.72|0.02|1.0|0.89|0.01|0.72|0.62|0.55|11890.15|467.59|0.31|534.07|204.57|3295.25|16893.1|38006.1|68746.98|58222.25|198082.3|311315.37|24979.76|46441.82|80852.88|1.04|1.12|0.84
U27|2024/3/24|2024|1|U2166|1.42|1.24|5.71|4.3|7.94|15.92|8.9|0.65|4.49|2|1|31|04|0|85|5|1|vivo|6059.28|13075.14|40281.64|149524.06|21260.6|16025.45|27290.52|44126.55|46627.57|10060.87|12288.15|4646.89|15332.37|28178.0|953.91|3954.3|1322.19|0.26|0.07|0.44|0.57|0.9|0.87|0.44|18086.33|434.42|0.14|950.64|1056.65|3250.88|17296.37|30400.8|98637.59|31650.26|223670.86|483321.37|20414.81|41020.6|87892.07|1.42|0.27|1.53
U28|2024/3/12|2024|1|U2871|7.03|1.03|12.79|15.49|7.53|11.37|8.49|7.71|1.38|2|1|55|01|0|51|5|1|苹果|8301.64|20485.14|47091.52|83893.14|16420.15|24740.54|23964.82|36312.41|32922.24|10596.91|17739.63|4789.55|22613.34|36486.12|1083.07|3592.57|4816.9|0.29|0.19|0.79|0.81|0.56|0.59|0.2|15327.15|447.42|0.1|459.03|995.13|575.19|14156.76|34360.5|60094.66|54364.69|160535.64|455747.09|19434.35|57077.53|92893.71|0.14|0.88|1.89
U29|2024/3/6|2024|1|U2494|3.63|4.25|13.6|13.02|7.15|15.39|3.8|4.98|1.77|3|1|26|01|1|77|1|1|小米|9865.82|39082.8|84536.49|102540.06|13811.65|16401.88|17412.64|46280.18|49496.4|11164.56|18219.82|3901.45|21360.12|20958.59|711.55|3993.08|4765.98|0.47|0.61|0.24|0.21|0.28|0.25|0.21|15894.49|256.42|0.82|301.07|423.76|1523.43|16227.23|31884.8|96588.69|36809.9|212086.44|538326.02|20891.95|49405.97|81542.16|0.86|1.37|1.41
U30|2024/3/25|2024|1|U3946|6.72|3.19|6.6|15.74|1.05|27.84|18.12|7.59|3.4|2|0|50|04|1|42|4|0|华为|12305.02|24289.51|34085.7|92706.76|14801.46|18511.87|18410.88|37393.42|62636.45|14511.48|15745.97|3651.47|26400.49|28241.44|1179.96|1658.94|2670.33|0.18|0.36|0.02|0.61|0.65|0.9|0.67|7159.87|387.59|1.0|621.56|53.06|1596.68|12201.83|40922.56|82784.39|30405.73|299948.78|350961.49|15988.11|51546.79|73226.19|1.34|0.29|1.23
U31|2024/3/20|2024|1|U1636|9.38|0.7|6.34|12.92|0.54|27.8|15.63|8.2|4.94|3|0|27|03|1|84|2|1|OPPO|5605.05|20041.23|56215.8|121097.77|18092.37|23286.35|12817.29|49790.18|79282.96|18860.44|11400.43|6767.45|29110.02|30251.94|593.33|2236.11|1792.22|0.75|0.08|0.12|0.48|0.36|0.28|0.37|8519.92|498.87|0.34|131.96|687.65|2860.05|15116.1|43200.08|70796.82|54627.16|234380.49|355527.53|20261.62|50670.7|92627.83|0.25|1.05|0.15
